"impcParameterOrigId","name","description","parameterId","parameter_group"
42263,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEL_047_001","General_and_Equipment"
42264,"Equipment Model","equipment_model","IMPC_GEL_048_001","General_and_Equipment"
42265,"Fixative","fixative","IMPC_GEL_049_001","Others"
42266,"Time of Dissection","time_of_dissection","IMPC_GEL_050_001","Others"
42267,"Somite Stage","somite_stage","IMPC_GEL_051_001","Others"
42268,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEL_052_001","Others"
42269,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEL_053_001","Others"
42270,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEL_054_001","General_and_Equipment"
42271,"Failure heart looping","failure_heart_looping","IMPC_GEL_007_002","Cardiovascular"
42272,"Absent heartbeat","absent_heartbeat","IMPC_GEL_008_002","Cardiovascular"
42273,"Incomplete embryo turning","incomplete_embryo_turning","IMPC_GEL_012_002","Others"
42274,"Pale yolk sac","pale_yolk_sac","IMPC_GEL_017_002","Others"
42275,"Pallor","pallor","IMPC_GEL_036_002","Others"
42276,"Blebs","blebs","IMPC_GEL_037_002","Others"
42277,"Severely Dysmorphic",NA,"IMPC_GEL_055_001","Others"
42538,"Pericardium Morphology","pericardium_morphology","IMPC_GEL_006_001","Others"
42539,"Embryo turning","embryo_turning","IMPC_GEL_011_001","Others"
42540,"Allantois Morphology","allantois_morphology","IMPC_GEL_014_001","Others"
42541,"Vitelline vasculature morphology","vitelline_vasculature_morphology","IMPC_GEL_015_001","Others"
42542,"Visceral yolk sac morphology","visceral_yolk_sac_morphology","IMPC_GEL_018_001","Others"
42543,"Chorioallantoic fusion","chorioallantoic_fusion","IMPC_GEL_019_001","Others"
42544,"Branchial arch morphology","branchial_arch_morphology","IMPC_GEL_024_001","Others"
42545,"Neural tube closure","neural_tube_closure","IMPC_GEL_027_001","Others"
42546,"Forebrain","forebrain","IMPC_GEL_028_001","Brain"
42547,"Midbrain","midbrain","IMPC_GEL_029_001","Brain"
42548,"Hindbrain","hindbrain","IMPC_GEL_030_001","Brain"
42549,"Embryo Size","embryo_size","IMPC_GEL_032_001","Others"
42550,"Tail bud morphology","tail_bud_morphology","IMPC_GEL_033_001","Others"
42551,"Limb Bud Morphology","limb_bud_morphology","IMPC_GEL_038_001","Motor_Function"
42552,"Otic vesicle morphology","otic_vesicle_morphology","IMPC_GEL_042_001","Others"
42553,"Comment on image","comment_on_image","IMPC_GEL_043_001","Imaging"
42554,"Images","images","IMPC_GEL_044_001","Imaging"
42555,"Experimenter ID","experimenter_id","IMPC_GEL_045_001","Others"
42556,"Equipment ID","equipment_id","IMPC_GEL_046_001","General_and_Equipment"
42557,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEL_047_001","General_and_Equipment"
42558,"Equipment Model","equipment_model","IMPC_GEL_048_001","General_and_Equipment"
42559,"Fixative","fixative","IMPC_GEL_049_001","Others"
42560,"Time of Dissection","time_of_dissection","IMPC_GEL_050_001","Others"
42561,"Somite Stage","somite_stage","IMPC_GEL_051_001","Others"
42562,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEL_052_001","Others"
42563,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEL_053_001","Others"
42564,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEL_054_001","General_and_Equipment"
42565,"Pale yolk sac","pale_yolk_sac","IMPC_GEL_017_002","Others"
42566,"Pallor","pallor","IMPC_GEL_036_002","Others"
42567,"Blebs","blebs","IMPC_GEL_037_002","Others"
42568,"Severely Dysmorphic",NA,"IMPC_GEL_055_001","Others"
42569,"Edema",NA,"IMPC_GEL_056_001","Others"
42570,"Heart looping",NA,"IMPC_GEL_057_001","Cardiovascular"
42571,"Heart morphology",NA,"IMPC_GEL_058_001","Cardiovascular"
42572,"Hemorrhage",NA,"IMPC_GEL_059_001","Others"
42573,"Neural tube morphology",NA,"IMPC_GEL_060_001","Others"
42574,"Optic vesicle morphology",NA,"IMPC_GEL_061_001","Others"
42575,"CRL",NA,"IMPC_GEL_062_001","Others"
42576,"Delayed embryonic development",NA,"IMPC_GEL_063_001","Others"
42577,"Somite Morphology",NA,"IMPC_GEL_064_001","Others"
42578,"Left-right axis patterning",NA,"IMPC_GEL_065_001","Others"
42579,"Vascular morphology",NA,"IMPC_GEL_066_001","Cardiovascular"
42916,"Alive","alive","IMPC_GEM_001_001","Others"
42917,"Scored","scored","IMPC_GEM_002_001","Others"
42918,"Cardiovascular System","cardiovascular_system","IMPC_GEM_003_001","Cardiovascular"
42919,"Cardiovascular Development","cardiovascular_development","IMPC_GEM_004_001","Cardiovascular"
42920,"Vascular Development","vascular_development","IMPC_GEM_005_001","Cardiovascular"
42921,"Outflow tract development","outflow_tract_development","IMPC_GEM_006_001","Others"
42922,"Pericardium Morphology","pericardium_morphology","IMPC_GEM_007_001","Others"
42923,"Absent heartbeat","absent_heartbeat","IMPC_GEM_008_001","Cardiovascular"
42924,"Craniofacial","craniofacial","IMPC_GEM_009_001","Others"
42925,"Craniofacial Development","craniofacial_development","IMPC_GEM_010_001","Others"
42926,"Embryogenesis Phenotype","embryogenesis_phenotype","IMPC_GEM_011_001","Others"
42927,"Extraembryonic tissue morphology","extraembryonic_tissue_morphology","IMPC_GEM_012_001","Others"
42928,"Allantois Morphology","allantois_morphology","IMPC_GEM_013_001","Others"
42929,"Vitelline vasculature morphology","vitelline_vasculature_morphology","IMPC_GEM_014_001","Others"
42930,"Vitelline vein morphology","vitelline_vein_morphology","IMPC_GEM_015_001","Others"
42931,"Pale yolk sac","pale_yolk_sac","IMPC_GEM_016_001","Others"
42932,"Visceral yolk sac morphology","visceral_yolk_sac_morphology","IMPC_GEM_017_001","Others"
42933,"Chorioallantoic fusion","chorioallantoic_fusion","IMPC_GEM_018_001","Others"
42934,"Embryo Size","embryo_size","IMPC_GEM_019_001","Others"
42935,"Hearing/Vestibular/Ear Phenotype","hearing_vestibular_ear_phenotype","IMPC_GEM_020_001","Others"
42936,"Ear Morphology","abnormal_ear_morphology","IMPC_GEM_021_001","Others"
42937,"Ear Development","ear_development","IMPC_GEM_022_001","Others"
42938,"Integument","integument","IMPC_GEM_023_001","Others"
42939,"Skin Appearance","skin_appearance","IMPC_GEM_024_001","Skin"
42940,"Pallor","pallor","IMPC_GEM_025_001","Others"
42941,"Blebs","blebs","IMPC_GEM_026_001","Others"
42942,"Limb Bud Morphology","limb_bud_morphology","IMPC_GEM_027_001","Motor_Function"
42943,"Limb Plate Morphology","limb_plate_morphology","IMPC_GEM_028_001","Motor_Function"
42944,"Tail Morphology","tail_morphology","IMPC_GEM_029_001","Others"
42945,"Liver/Biliary","liver_biliary","IMPC_GEM_030_001","Liver"
42946,"Liver Morphology","liver_morphology","IMPC_GEM_031_001","Liver"
42947,"Liver Size","liver_size","IMPC_GEM_032_001","Liver"
42948,"Pale Liver","pale_liver","IMPC_GEM_033_001","Liver"
42949,"Gastroschisis (herniated abdominal wall)","gastroschisis_herniated_abdominal_wall","IMPC_GEM_034_001","Others"
42950,"Nervous System","nervous_system","IMPC_GEM_035_001","Others"
42951,"Neural Tube Closure","neural_tube_closure","IMPC_GEM_036_001","Others"
42952,"Forebrain development","forebrain_development","IMPC_GEM_037_001","Brain"
42953,"Midbrain development","midbrain_development","IMPC_GEM_038_001","Brain"
42954,"Hindbrain development","hindbrain_development","IMPC_GEM_039_001","Brain"
42955,"Vision/Eye","vision_eye","IMPC_GEM_040_001","Others"
42956,"Eye Morphology","eye_morphology","IMPC_GEM_041_001","Others"
42957,"Eye Size","eye_size","IMPC_GEM_042_001","Others"
42958,"Microphthalmia","microphthalmia","IMPC_GEM_043_001","Others"
42959,"Anophthalmia","anophthalmia","IMPC_GEM_044_001","Others"
42960,"Failure heart looping","failure_heart_looping","IMPC_GEM_045_001","Cardiovascular"
42961,"Gastrulation","abnormal_gastrulation","IMPC_GEM_046_001","Others"
42962,"Head shape","head_shape","IMPC_GEM_047_001","Others"
42963,"Comment on image","comment_on_image","IMPC_GEM_048_001","Imaging"
42964,"Images","images","IMPC_GEM_049_001","Imaging"
42965,"Experimenter ID","experimenter_id","IMPC_GEM_050_001","Others"
42966,"Equipment ID","equipment_id","IMPC_GEM_051_001","General_and_Equipment"
42967,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEM_052_001","General_and_Equipment"
42968,"Equipment Model","equipment_model","IMPC_GEM_053_001","General_and_Equipment"
42969,"Fixative","fixative","IMPC_GEM_054_001","Others"
42970,"Time of Dissection","time_of_dissection","IMPC_GEM_055_001","Others"
42971,"Somite Stage","somite_stage","IMPC_GEM_056_001","Others"
42972,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEM_057_001","Others"
42973,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEM_058_001","Others"
42974,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEM_059_001","General_and_Equipment"
43231,"Alive","alive","IMPC_GEO_001_001","Others"
43232,"Scored","scored","IMPC_GEO_002_001","Others"
43233,"Cardiovascular System","cardiovascular_system","IMPC_GEO_003_001","Cardiovascular"
43234,"Cardiovascular Development","cardiovascular_development","IMPC_GEO_004_001","Cardiovascular"
43235,"Heart Development","heart_development","IMPC_GEO_005_001","Cardiovascular"
43236,"Outflow tract development","outflow_tract_development","IMPC_GEO_006_001","Others"
43237,"Absent heartbeat","absent_heartbeat","IMPC_GEO_007_001","Cardiovascular"
43238,"Heart Morphology","heart_morphology","IMPC_GEO_008_001","Cardiovascular"
43239,"Hemorrhage","hemorrhage","IMPC_GEO_009_001","Others"
43240,"Skin Hemorrhage","skin_hemorrhage","IMPC_GEO_010_001","Skin"
43241,"Blood Vessel Morphology","blood_vessel_morphology","IMPC_GEO_011_001","Blood"
43242,"Developmental Vascular Remodelling","developmental_vascular_remodelling","IMPC_GEO_012_001","Cardiovascular"
43243,"Craniofacial","craniofacial","IMPC_GEO_013_001","Others"
43244,"Craniofacial Development","craniofacial_development","IMPC_GEO_014_001","Others"
43245,"Head shape","head_shape","IMPC_GEO_015_001","Others"
43246,"Head size","head_size","IMPC_GEO_016_001","Others"
43247,"Facial Cleft","facial_cleft","IMPC_GEO_017_001","Others"
43248,"Cleft Palate","cleft_palate","IMPC_GEO_018_001","Others"
43249,"Embryo Size","embryo_size","IMPC_GEO_019_001","Others"
43250,"Body wall morphology","body_wall_morphology","IMPC_GEO_020_001","Others"
43251,"Hearing/Vestibular/Ear","hearing_vestibular_ear","IMPC_GEO_021_001","Others"
43252,"Ear Morphology","abnormal_ear_morphology","IMPC_GEO_022_001","Others"
43253,"Ear Development","ear_development","IMPC_GEO_023_001","Others"
43254,"Homeostasis/metabolism","homeostasis_metabolism","IMPC_GEO_024_001","Others"
43255,"Hydrops fetalis (fetal adema)","hydrops_fetalis_fetal_adema","IMPC_GEO_025_001","Others"
43256,"Gastroschisis (herniated abdominal wall)","gastroschisis_herniated_abdominal_wall","IMPC_GEO_026_001","Others"
43257,"Integument","integument","IMPC_GEO_027_001","Others"
43258,"Vibrissa Morphology","vibrissa_morphology","IMPC_GEO_028_001","Others"
43259,"Skin Appearance","skin_appearance","IMPC_GEO_029_001","Skin"
43260,"Skin Coloration","skin_coloration","IMPC_GEO_030_001","Skin"
43261,"Limb Bud Morphology","limb_bud_morphology","IMPC_GEO_031_001","Motor_Function"
43262,"Limb Plate Morphology","limb_plate_morphology","IMPC_GEO_032_001","Motor_Function"
43263,"Tail Morphology","tail_morphology","IMPC_GEO_033_001","Others"
43264,"Polydactyly","polydactyly","IMPC_GEO_034_001","Others"
43265,"Liver/Biliary","liver_biliary","IMPC_GEO_035_001","Liver"
43266,"Liver Morphology","liver_morphology","IMPC_GEO_036_001","Liver"
43267,"Liver Size","liver_size","IMPC_GEO_037_001","Liver"
43268,"Pale Liver","pale_liver","IMPC_GEO_038_001","Liver"
43269,"Nervous System","nervous_system","IMPC_GEO_039_001","Others"
43270,"Brain Development","brain_development","IMPC_GEO_040_001","Brain"
43271,"Exencephaly","exencephaly","IMPC_GEO_041_001","Others"
43272,"Holoprosencephaly","holoprosencephaly","IMPC_GEO_042_001","Others"
43273,"spina bifida","spina_bifida","IMPC_GEO_043_001","Others"
43274,"Vision/Eye","vision_eye","IMPC_GEO_044_001","Others"
43275,"Eye Morphology","eye_morphology","IMPC_GEO_045_001","Others"
43276,"Eye Size","eye_size","IMPC_GEO_046_001","Others"
43277,"Microphthalmia","microphthalmia","IMPC_GEO_047_001","Others"
43278,"Anophthalmia","anophthalmia","IMPC_GEO_048_001","Others"
43279,"Comment on image","comment_on_image","IMPC_GEO_049_001","Imaging"
43280,"Images","images","IMPC_GEO_050_001","Imaging"
43281,"Experimenter ID","experimenter_id","IMPC_GEO_051_001","Others"
43282,"Equipment ID","equipment_id","IMPC_GEO_052_001","General_and_Equipment"
43283,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEO_053_001","General_and_Equipment"
43284,"Equipment Model","equipment_model","IMPC_GEO_054_001","General_and_Equipment"
43285,"Fixative","fixative","IMPC_GEO_055_001","Others"
43286,"Time of Dissection","time_of_dissection","IMPC_GEO_056_001","Others"
43287,"Somite Stage","somite_stage","IMPC_GEO_057_001","Others"
43288,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEO_058_001","Others"
43289,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEO_059_001","Others"
43290,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEO_060_001","General_and_Equipment"
43546,"Alive","alive","IMPC_GEP_001_001","Others"
43547,"Scored","scored","IMPC_GEP_002_001","Others"
43548,"Behavior/neurological","behavior_neurological","IMPC_GEP_003_001","Brain"
43549,"No spontaneous movement","no_spontaneous_movement","IMPC_GEP_004_001","Behavior"
43550,"Unresponsive to tactile stimuli","unresponsive_to_tactile_stimuli","IMPC_GEP_005_001","Others"
43551,"Cardiovascular System","cardiovascular_system","IMPC_GEP_006_001","Cardiovascular"
43552,"Cardiovascular Development","cardiovascular_development","IMPC_GEP_007_001","Cardiovascular"
43553,"Heart Development","heart_development","IMPC_GEP_008_001","Cardiovascular"
43554,"Outflow tract development","outflow_tract_development","IMPC_GEP_009_001","Others"
43555,"Heart Morphology","heart_morphology","IMPC_GEP_010_001","Cardiovascular"
43556,"Hemorrhage","hemorrhage","IMPC_GEP_011_001","Others"
43557,"Skin Hemorrhage","skin_hemorrhage","IMPC_GEP_012_001","Skin"
43558,"Blood Vessel Morphology","blood_vessel_morphology","IMPC_GEP_013_001","Blood"
43559,"Craniofacial","craniofacial","IMPC_GEP_014_001","Others"
43560,"Head shape","head_shape","IMPC_GEP_015_001","Others"
43561,"Head size","head_size","IMPC_GEP_016_001","Others"
43562,"Facial Morphology","facial_morphology","IMPC_GEP_017_001","Others"
43563,"Facial Cleft","facial_cleft","IMPC_GEP_018_001","Others"
43564,"Cleft Palate","cleft_palate","IMPC_GEP_019_001","Others"
43565,"Digestive/alimentary","digestive_alimentary","IMPC_GEP_020_001","Digestive"
43566,"Digestive System Morphology","digestive_system_morphology","IMPC_GEP_021_001","Digestive"
43567,"Embryo Size","embryo_size","IMPC_GEP_022_001","Others"
43568,"Embryo weight","embryo_weight","IMPC_GEP_023_001","Weight_and_Body_Composition"
43569,"Body wall morphology","body_wall_morphology","IMPC_GEP_024_001","Others"
43570,"Hearing/Vestibular/Ear","hearing_vestibular_ear","IMPC_GEP_025_001","Others"
43571,"Outer ear morpholgy","outer_ear_morpholgy","IMPC_GEP_026_001","Others"
43572,"Ear Development","ear_development","IMPC_GEP_027_001","Others"
43573,"Homeostasis/metabolism","homeostasis_metabolism","IMPC_GEP_028_001","Others"
43574,"Cyanosis","cyanosis","IMPC_GEP_029_001","Others"
43575,"Edema","edema","IMPC_GEP_030_001","Others"
43576,"Hydrops fetalis (fetal adema)","hydrops_fetalis_fetal_adema","IMPC_GEP_031_001","Others"
43577,"Integument","integument","IMPC_GEP_032_001","Others"
43578,"Vibrissa Morphology","vibrissa_morphology","IMPC_GEP_033_001","Others"
43579,"Skin Appearance","skin_appearance","IMPC_GEP_034_001","Skin"
43580,"Pallor","pallor","IMPC_GEP_035_001","Others"
43581,"Skin Coloration","skin_coloration","IMPC_GEP_036_001","Skin"
43582,"Limb Morphology","limb_morphology","IMPC_GEP_037_001","Motor_Function"
43583,"Tail Morphology","tail_morphology","IMPC_GEP_038_001","Others"
43584,"Polydactyly","polydactyly","IMPC_GEP_039_001","Others"
43585,"Liver/Biliary","liver_biliary","IMPC_GEP_040_001","Liver"
43586,"Liver Morphology","liver_morphology","IMPC_GEP_041_001","Liver"
43587,"Liver Size","liver_size","IMPC_GEP_042_001","Liver"
43588,"Muscle","muscle","IMPC_GEP_043_001","Others"
43589,"Diaphragm Morphology","diaphragm_morphology","IMPC_GEP_044_001","Others"
43590,"Nervous System","nervous_system","IMPC_GEP_045_001","Others"
43591,"Brain Development","brain_development","IMPC_GEP_046_001","Brain"
43592,"Exencephaly","exencephaly","IMPC_GEP_047_001","Others"
43593,"Holoprosencephaly","holoprosencephaly","IMPC_GEP_048_001","Others"
43594,"spina bifida","spina_bifida","IMPC_GEP_049_001","Others"
43595,"Renal/Urinary","renal_urinary","IMPC_GEP_050_001","Kidney"
43596,"Kidney","kidney","IMPC_GEP_051_001","Kidney"
43597,"Respiratory System","respiratory_system","IMPC_GEP_052_001","Respiratory"
43598,"Lung Morphology","lung_morphology","IMPC_GEP_053_001","Respiratory"
43599,"Lung Development","lung_development","IMPC_GEP_054_001","Respiratory"
43600,"Respiratory Failure","respiratory_failure","IMPC_GEP_055_001","Respiratory"
43601,"Vision/Eye","vision_eye","IMPC_GEP_056_001","Others"
43602,"Eye Morphology","eye_morphology","IMPC_GEP_057_001","Others"
43603,"Eye Size","eye_size","IMPC_GEP_058_001","Others"
43604,"Microphthalmia","microphthalmia","IMPC_GEP_059_001","Others"
43605,"Anophthalmia","anophthalmia","IMPC_GEP_060_001","Others"
43606,"Failure of Eyelid Fusion","failure_of_eyelid_fusion","IMPC_GEP_061_001","Others"
43607,"Number of cervical vertebrae","number_of_cervical_vertebrae","IMPC_GEP_062_001","Others"
43608,"Comment on image","comment_on_image","IMPC_GEP_063_001","Imaging"
43609,"Images","images","IMPC_GEP_064_001","Imaging"
43610,"Experimenter ID","experimenter_id","IMPC_GEP_065_001","Others"
43611,"Equipment ID","equipment_id","IMPC_GEP_066_001","General_and_Equipment"
43612,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEP_067_001","General_and_Equipment"
43613,"Equipment Model","equipment_model","IMPC_GEP_068_001","General_and_Equipment"
43614,"Fixative","fixative","IMPC_GEP_069_001","Others"
43615,"Time of Dissection","time_of_dissection","IMPC_GEP_070_001","Others"
43616,"Somite Stage","somite_stage","IMPC_GEP_071_001","Others"
43617,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEP_072_001","Others"
43618,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEP_073_001","Others"
43619,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEP_074_001","General_and_Equipment"
44181,"Alive","alive","IMPC_GEM_001_001","Others"
44182,"Scored","scored","IMPC_GEM_002_001","Others"
44183,"Cardiovascular System","cardiovascular_system","IMPC_GEM_003_001","Cardiovascular"
44184,"Cardiovascular Development","cardiovascular_development","IMPC_GEM_004_001","Cardiovascular"
44185,"Vascular Development","vascular_development","IMPC_GEM_005_001","Cardiovascular"
44186,"Outflow tract development","outflow_tract_development","IMPC_GEM_006_001","Others"
44187,"Pericardium Morphology","pericardium_morphology","IMPC_GEM_007_001","Others"
44188,"Craniofacial","craniofacial","IMPC_GEM_009_001","Others"
44189,"Craniofacial Development","craniofacial_development","IMPC_GEM_010_001","Others"
44190,"Embryogenesis Phenotype","embryogenesis_phenotype","IMPC_GEM_011_001","Others"
44191,"Extraembryonic tissue morphology","extraembryonic_tissue_morphology","IMPC_GEM_012_001","Others"
44192,"Allantois Morphology","allantois_morphology","IMPC_GEM_013_001","Others"
44193,"Vitelline vasculature morphology","vitelline_vasculature_morphology","IMPC_GEM_014_001","Others"
44194,"Vitelline vein morphology","vitelline_vein_morphology","IMPC_GEM_015_001","Others"
44195,"Visceral yolk sac morphology","visceral_yolk_sac_morphology","IMPC_GEM_017_001","Others"
44196,"Chorioallantoic fusion","chorioallantoic_fusion","IMPC_GEM_018_001","Others"
44197,"Embryo Size","embryo_size","IMPC_GEM_019_001","Others"
44198,"Hearing/Vestibular/Ear Phenotype","hearing_vestibular_ear_phenotype","IMPC_GEM_020_001","Others"
44199,"Ear Morphology","abnormal_ear_morphology","IMPC_GEM_021_001","Others"
44200,"Ear Development","ear_development","IMPC_GEM_022_001","Others"
44201,"Integument","integument","IMPC_GEM_023_001","Others"
44202,"Skin Appearance","skin_appearance","IMPC_GEM_024_001","Skin"
44203,"Limb Bud Morphology","limb_bud_morphology","IMPC_GEM_027_001","Motor_Function"
44204,"Limb Plate Morphology","limb_plate_morphology","IMPC_GEM_028_001","Motor_Function"
44205,"Tail Morphology","tail_morphology","IMPC_GEM_029_001","Others"
44206,"Liver/Biliary","liver_biliary","IMPC_GEM_030_001","Liver"
44207,"Liver Morphology","liver_morphology","IMPC_GEM_031_001","Liver"
44208,"Liver Size","liver_size","IMPC_GEM_032_001","Liver"
44209,"Nervous System","nervous_system","IMPC_GEM_035_001","Others"
44210,"Neural Tube Closure","neural_tube_closure","IMPC_GEM_036_001","Others"
44211,"Forebrain development","forebrain_development","IMPC_GEM_037_001","Brain"
44212,"Midbrain development","midbrain_development","IMPC_GEM_038_001","Brain"
44213,"Hindbrain development","hindbrain_development","IMPC_GEM_039_001","Brain"
44214,"Vision/Eye","vision_eye","IMPC_GEM_040_001","Others"
44215,"Eye Morphology","eye_morphology","IMPC_GEM_041_001","Others"
44216,"Eye Size","eye_size","IMPC_GEM_042_001","Others"
44217,"Failure heart looping","failure_heart_looping","IMPC_GEM_045_001","Cardiovascular"
44218,"Gastrulation","abnormal_gastrulation","IMPC_GEM_046_001","Others"
44219,"Head shape","head_shape","IMPC_GEM_047_001","Others"
44220,"Comment on image","comment_on_image","IMPC_GEM_048_001","Imaging"
44221,"Images","images","IMPC_GEM_049_001","Imaging"
44222,"Experimenter ID","experimenter_id","IMPC_GEM_050_001","Others"
44223,"Equipment ID","equipment_id","IMPC_GEM_051_001","General_and_Equipment"
44224,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEM_052_001","General_and_Equipment"
44225,"Equipment Model","equipment_model","IMPC_GEM_053_001","General_and_Equipment"
44226,"Fixative","fixative","IMPC_GEM_054_001","Others"
44227,"Time of Dissection","time_of_dissection","IMPC_GEM_055_001","Others"
44228,"Somite Stage","somite_stage","IMPC_GEM_056_001","Others"
44229,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEM_057_001","Others"
44230,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEM_058_001","Others"
44231,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEM_059_001","General_and_Equipment"
44232,"Pale yolk sac","pale_yolk_sac","IMPC_GEM_016_002","Others"
44233,"Pallor","pallor","IMPC_GEM_025_002","Others"
44234,"Blebs","blebs","IMPC_GEM_026_002","Others"
44235,"Pale Liver","pale_liver","IMPC_GEM_033_002","Liver"
44236,"Microphthalmia","microphthalmia","IMPC_GEM_043_002","Others"
44237,"Anophthalmia","anophthalmia","IMPC_GEM_044_002","Others"
44238,"Severely Dysmorphic",NA,"IMPC_GEM_060_001","Others"
44239,"Absent Heartbeat",NA,"IMPC_GEM_008_002","Cardiovascular"
44240,"Gastroschisis (herniated abdominal wall)",NA,"IMPC_GEM_034_002","Others"
44496,"Alive","alive","IMPC_GEO_001_001","Others"
44497,"Scored","scored","IMPC_GEO_002_001","Others"
44498,"Cardiovascular System","cardiovascular_system","IMPC_GEO_003_001","Cardiovascular"
44499,"Cardiovascular Development","cardiovascular_development","IMPC_GEO_004_001","Cardiovascular"
44500,"Heart Development","heart_development","IMPC_GEO_005_001","Cardiovascular"
44501,"Outflow tract development","outflow_tract_development","IMPC_GEO_006_001","Others"
44502,"Heart Morphology","heart_morphology","IMPC_GEO_008_001","Cardiovascular"
44503,"Blood Vessel Morphology","blood_vessel_morphology","IMPC_GEO_011_001","Blood"
44504,"Developmental Vascular Remodelling","developmental_vascular_remodelling","IMPC_GEO_012_001","Cardiovascular"
44505,"Craniofacial","craniofacial","IMPC_GEO_013_001","Others"
44506,"Craniofacial Development","craniofacial_development","IMPC_GEO_014_001","Others"
44507,"Head shape","head_shape","IMPC_GEO_015_001","Others"
44508,"Head size","head_size","IMPC_GEO_016_001","Others"
44509,"Embryo Size","embryo_size","IMPC_GEO_019_001","Others"
44510,"Body wall morphology","body_wall_morphology","IMPC_GEO_020_001","Others"
44511,"Hearing/Vestibular/Ear","hearing_vestibular_ear","IMPC_GEO_021_001","Others"
44512,"Ear Morphology","abnormal_ear_morphology","IMPC_GEO_022_001","Others"
44513,"Ear Development","ear_development","IMPC_GEO_023_001","Others"
44514,"Homeostasis/metabolism","homeostasis_metabolism","IMPC_GEO_024_001","Others"
44515,"Integument","integument","IMPC_GEO_027_001","Others"
44516,"Vibrissa Morphology","vibrissa_morphology","IMPC_GEO_028_001","Others"
44517,"Skin Appearance","skin_appearance","IMPC_GEO_029_001","Skin"
44518,"Skin Coloration","skin_coloration","IMPC_GEO_030_001","Skin"
44519,"Limb Bud Morphology","limb_bud_morphology","IMPC_GEO_031_001","Motor_Function"
44520,"Limb Plate Morphology","limb_plate_morphology","IMPC_GEO_032_001","Motor_Function"
44521,"Tail Morphology","tail_morphology","IMPC_GEO_033_001","Others"
44522,"Liver/Biliary","liver_biliary","IMPC_GEO_035_001","Liver"
44523,"Liver Morphology","liver_morphology","IMPC_GEO_036_001","Liver"
44524,"Liver Size","liver_size","IMPC_GEO_037_001","Liver"
44525,"Nervous System","nervous_system","IMPC_GEO_039_001","Others"
44526,"Brain Development","brain_development","IMPC_GEO_040_001","Brain"
44527,"Vision/Eye","vision_eye","IMPC_GEO_044_001","Others"
44528,"Eye Morphology","eye_morphology","IMPC_GEO_045_001","Others"
44529,"Eye Size","eye_size","IMPC_GEO_046_001","Others"
44530,"Comment on image","comment_on_image","IMPC_GEO_049_001","Imaging"
44531,"Images","images","IMPC_GEO_050_001","Imaging"
44532,"Experimenter ID","experimenter_id","IMPC_GEO_051_001","Others"
44533,"Equipment ID","equipment_id","IMPC_GEO_052_001","General_and_Equipment"
44534,"Equipment Manufacturer","equipment_manufacturer","IMPC_GEO_053_001","General_and_Equipment"
44535,"Equipment Model","equipment_model","IMPC_GEO_054_001","General_and_Equipment"
44536,"Fixative","fixative","IMPC_GEO_055_001","Others"
44537,"Time of Dissection","time_of_dissection","IMPC_GEO_056_001","Others"
44538,"Somite Stage","somite_stage","IMPC_GEO_057_001","Others"
44539,"Time of dark cycle start","time_of_dark_cycle_start","IMPC_GEO_058_001","Others"
44540,"Time of dark cycle end","time_of_dark_cycle_end","IMPC_GEO_059_001","Others"
44541,"Date equipment last calibrated","date_equipment_last_calibrated","IMPC_GEO_060_001","General_and_Equipment"
44542,"Absent heartbeat","absent_heartbeat","IMPC_GEO_007_002","Cardiovascular"
44543,"Hemorrhage","hemorrhage","IMPC_GEO_009_002","Others"
44544,"Skin Hemorrhage","skin_hemorrhage","IMPC_GEO_010_002","Skin"
44545,"Facial Cleft","facial_cleft","IMPC_GEO_017_002","Others"
44546,"Cleft Palate","cleft_palate","IMPC_GEO_018_002","Others"
44547,"Hydrops fetalis (fetal adema)","hydrops_fetalis_fetal_adema","IMPC_GEO_025_002","Others"
44548,"Gastroschisis (herniated abdominal wall)","gastroschisis_herniated_abdominal_wall","IMPC_GEO_026_002","Others"
